Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,UpdateCo2,1768098630.689921,1022,0,1
1,UpdateCFP,1768098630.691016,3047,0,1
2,UpdateCo2,1768098630.694108,397,0,1
2,UpdateCo2,1768098630.694530,328,0,1
2,UpdateCo2,1768098630.694876,355,0,1
1,UpdateCFP,1768098630.695247,2770,0,1
2,UpdateCo2,1768098630.698062,463,0,1
2,UpdateCo2,1768098630.698557,330,0,1
2,UpdateCo2,1768098630.698906,345,0,1
2,UpdateCo2,1768098630.699269,323,0,1
1,UpdateCFP,1768098630.699608,2988,0,1
2,UpdateCo2,1768098630.702640,370,0,1
2,UpdateCo2,1768098630.703034,443,0,1
1,UpdateCFP,1768098630.703504,2530,0,1
2,UpdateCo2,1768098630.706078,620,0,1
1,UpdateCFP,1768098630.706743,2803,0,1
2,UpdateCo2,1768098630.709591,360,0,1
2,UpdateCo2,1768098630.709974,468,0,1
2,UpdateCo2,1768098630.710470,350,0,1
1,UpdateCFP,1768098630.710837,2422,0,1
2,UpdateCo2,1768098630.713292,331,0,1
1,UpdateCFP,1768098630.713645,2607,0,1
1,UpdateCFP,1768098630.716296,2629,0,1
2,UpdateCo2,1768098630.718969,446,0,1
1,UpdateCFP,1768098630.719448,3052,0,1
2,UpdateCo2,1768098630.722544,321,0,1
1,UpdateCFP,1768098630.722888,2638,0,1
1,UpdateCFP,1768098630.725573,2784,0,1
2,UpdateCo2,1768098630.728401,466,0,1
2,UpdateCo2,1768098630.728889,318,0,1
1,UpdateCFP,1768098630.729226,1972,0,1
2,UpdateCo2,1768098630.731231,355,0,1
2,UpdateCo2,1768098630.731611,278,0,1
1,UpdateCFP,1768098630.731909,2020,0,1
2,UpdateCo2,1768098630.733960,303,0,1
1,UpdateCFP,1768098630.734287,1640,0,1
2,UpdateCo2,1768098630.735964,433,0,1
1,UpdateCFP,1768098630.736428,1756,0,1
2,UpdateCo2,1768098630.738214,282,0,1
2,UpdateCo2,1768098630.738518,259,0,1
2,UpdateCo2,1768098630.738795,272,0,1
2,UpdateCo2,1768098630.739087,277,0,1
2,UpdateCo2,1768098630.739382,264,0,1
1,UpdateCFP,1768098630.739662,2052,0,1
1,UpdateCFP,1768098630.741746,2012,0,1
1,UpdateCFP,1768098630.743803,2571,0,1
2,UpdateCo2,1768098630.746418,292,0,1
2,UpdateCo2,1768098630.746737,337,0,1
2,UpdateCo2,1768098630.747097,261,0,1
2,UpdateCo2,1768098630.747375,228,0,1
2,UpdateCo2,1768098630.747618,247,0,1
2,UpdateCo2,1768098630.747880,319,0,1
2,UpdateCo2,1768098630.748218,256,0,1
1,UpdateCFP,1768098630.748489,2594,0,1
1,UpdateCFP,1768098630.751128,2481,0,1
2,UpdateCo2,1768098630.753654,388,0,1
2,UpdateCo2,1768098630.754068,254,0,1
2,UpdateCo2,1768098630.754341,229,0,1
1,UpdateCFP,1768098630.754587,2328,0,1
2,UpdateCo2,1768098630.756960,281,0,1
1,UpdateCFP,1768098630.757265,2709,0,1
2,UpdateCo2,1768098630.760034,923,0,1
2,UpdateCo2,1768098630.761066,542,0,1
1,UpdateCFP,1768098630.761646,5009,0,1
1,UpdateCFP,1768098630.766699,2717,0,1
2,UpdateCo2,1768098630.769460,259,0,1
2,UpdateCo2,1768098630.769741,305,0,1
2,UpdateCo2,1768098630.770068,252,0,1
2,UpdateCo2,1768098630.770336,236,0,1
2,UpdateCo2,1768098630.770588,242,0,1
1,UpdateCFP,1768098630.770845,2965,0,1
2,UpdateCo2,1768098630.773854,293,0,1
2,UpdateCo2,1768098630.774171,262,0,1
2,UpdateCo2,1768098630.774483,253,0,1
1,UpdateCFP,1768098630.774756,2694,0,1
2,UpdateCo2,1768098630.777525,283,0,1
1,UpdateCFP,1768098630.777859,2628,0,1
2,UpdateCo2,1768098630.780608,349,0,1
2,UpdateCo2,1768098630.780999,266,0,1
2,UpdateCo2,1768098630.781315,242,0,1
1,UpdateCFP,1768098630.781579,2992,0,1
2,UpdateCo2,1768098630.784614,259,0,1
1,UpdateCFP,1768098630.784901,2163,0,1
2,UpdateCo2,1768098630.787103,277,0,1
2,UpdateCo2,1768098630.787401,236,0,1
2,UpdateCo2,1768098630.787653,237,0,1
1,UpdateCFP,1768098630.787903,2541,0,1
2,UpdateCo2,1768098630.790483,288,0,1
1,UpdateCFP,1768098630.790822,2814,0,1
1,UpdateCFP,1768098630.793881,3594,0,1
1,UpdateCFP,1768098630.797593,3197,0,1
1,UpdateCFP,1768098630.800840,2769,0,1
2,UpdateCo2,1768098630.803631,314,0,1
2,UpdateCo2,1768098630.803956,415,0,1
1,UpdateCFP,1768098630.804384,2697,0,1
1,UpdateCFP,1768098630.807102,3294,0,1
2,UpdateCo2,1768098630.810435,267,0,1
2,UpdateCo2,1768098630.810713,231,0,1
2,UpdateCo2,1768098630.810952,232,0,1
1,UpdateCFP,1768098630.811206,2862,0,1
1,UpdateCFP,1768098630.814089,3234,0,1
2,UpdateCo2,1768098630.817348,347,0,1
2,UpdateCo2,1768098630.817707,251,0,1
2,UpdateCo2,1768098630.817967,247,0,1
1,UpdateCFP,1768098630.818223,2650,0,1
1,UpdateCFP,1768098630.820897,2563,0,1
2,UpdateCo2,1768098630.823484,396,0,1
2,UpdateCo2,1768098630.823896,254,0,1
1,UpdateCFP,1768098630.824159,2502,0,1
1,UpdateCFP,1768098630.826685,2550,0,1
1,UpdateCFP,1768098630.829259,2550,0,1
1,UpdateCFP,1768098630.831832,2071,0,1
1,UpdateCFP,1768098630.833919,2013,0,1
2,UpdateCo2,1768098630.835956,282,0,1
1,UpdateCFP,1768098630.836249,2184,0,1
2,UpdateCo2,1768098630.838457,252,0,1
1,UpdateCFP,1768098630.838719,1959,0,1
2,UpdateCo2,1768098630.840702,254,0,1
2,UpdateCo2,1768098630.840967,288,0,1
1,UpdateCFP,1768098630.841266,2548,0,1
1,UpdateCFP,1768098630.843839,2614,0,1
2,UpdateCo2,1768098630.846476,279,0,1
1,UpdateCFP,1768098630.846767,1812,0,1
2,UpdateCo2,1768098630.848595,238,0,1
2,UpdateCo2,1768098630.848842,250,0,1
2,UpdateCo2,1768098630.849101,217,0,1
2,UpdateCo2,1768098630.849327,413,0,1
1,UpdateCFP,1768098630.849750,2198,0,1
2,UpdateCo2,1768098630.851964,329,0,1
2,UpdateCo2,1768098630.852305,231,0,1
2,UpdateCo2,1768098630.852545,213,0,1
2,UpdateCo2,1768098630.852772,206,0,1
1,UpdateCFP,1768098630.853000,2448,0,1
2,UpdateCo2,1768098630.855464,215,0,1
2,UpdateCo2,1768098630.855688,215,0,1
1,UpdateCFP,1768098630.855911,2837,0,1
2,UpdateCo2,1768098630.858771,258,0,1
1,UpdateCFP,1768098630.859040,3901,0,1
2,UpdateCo2,1768098630.862965,693,0,1
2,UpdateCo2,1768098630.863683,248,0,1
1,UpdateCFP,1768098630.863942,3777,0,1
1,UpdateCFP,1768098630.867744,4078,0,1
1,UpdateCFP,1768098630.871849,4531,0,1
2,UpdateCo2,1768098630.876405,487,0,1
2,UpdateCo2,1768098630.876907,408,0,1
2,UpdateCo2,1768098630.877329,304,0,1
1,UpdateCFP,1768098630.877641,2755,0,1
2,UpdateCo2,1768098630.880422,399,0,1
2,UpdateCo2,1768098630.880833,523,0,1
1,UpdateCFP,1768098630.881380,2282,0,1
2,UpdateCo2,1768098630.883684,334,0,1
1,UpdateCFP,1768098630.884028,2353,0,1
2,UpdateCo2,1768098630.886400,306,0,1
2,UpdateCo2,1768098630.886715,310,0,1
2,UpdateCo2,1768098630.887033,320,0,1
1,UpdateCFP,1768098630.887362,3276,0,1
1,UpdateCFP,1768098630.890662,3380,0,1
1,UpdateCFP,1768098630.894065,4022,0,1
2,UpdateCo2,1768098630.898110,475,0,1
1,UpdateCFP,1768098630.898595,2983,0,1
1,UpdateCFP,1768098630.901602,2189,0,1
1,UpdateCFP,1768098630.903814,2697,0,1
1,UpdateCFP,1768098630.906536,2596,0,1
1,UpdateCFP,1768098630.909156,2626,0,1
1,UpdateCFP,1768098630.911806,3063,0,1
2,UpdateCo2,1768098630.914894,823,0,1
1,UpdateCFP,1768098630.915741,2230,0,1
1,UpdateCFP,1768098630.917996,2152,0,1
1,UpdateCFP,1768098630.920172,2118,0,1
1,UpdateCFP,1768098630.922313,2280,0,1
1,UpdateCFP,1768098630.924616,2740,0,1
1,UpdateCFP,1768098630.927380,2500,0,1
2,UpdateCo2,1768098630.929904,322,0,1
1,UpdateCFP,1768098630.930238,2400,0,1
2,UpdateCo2,1768098630.932662,292,0,1
2,UpdateCo2,1768098630.932965,678,0,1
2,UpdateCo2,1768098630.933668,242,0,1
2,UpdateCo2,1768098630.933920,228,0,1
2,UpdateCo2,1768098630.934157,208,0,1
1,UpdateCFP,1768098630.934372,3099,0,1
2,UpdateCo2,1768098630.937496,931,0,1
2,UpdateCo2,1768098630.938452,840,0,1
1,UpdateCFP,1768098630.939315,2975,0,1
2,UpdateCo2,1768098630.942312,252,0,1
1,UpdateCFP,1768098630.942574,2805,0,1
1,UpdateCFP,1768098630.945402,3222,0,1
2,UpdateCo2,1768098630.948649,301,0,1
1,UpdateCFP,1768098630.948962,3862,0,1
2,UpdateCo2,1768098630.952848,311,0,1
2,UpdateCo2,1768098630.953170,211,0,1
1,UpdateCFP,1768098630.953390,3410,0,1
1,UpdateCFP,1768098630.956824,4203,0,1
2,UpdateCo2,1768098630.961051,703,0,1
2,UpdateCo2,1768098630.961777,260,0,1
1,UpdateCFP,1768098630.962049,3398,0,1
1,UpdateCFP,1768098630.965472,3227,0,1
1,UpdateCFP,1768098630.968722,2749,0,1
1,UpdateCFP,1768098630.971495,2229,0,1
2,UpdateCo2,1768098630.973750,267,0,1
2,UpdateCo2,1768098630.974028,217,0,1
2,UpdateCo2,1768098630.974253,225,0,1
2,UpdateCo2,1768098630.974488,211,0,1
1,UpdateCFP,1768098630.974706,1868,0,1
2,UpdateCo2,1768098630.976586,212,0,1
2,UpdateCo2,1768098630.976806,217,0,1
1,UpdateCFP,1768098630.977032,1830,0,1
1,UpdateCFP,1768098630.978872,1911,0,1
1,UpdateCFP,1768098630.980807,2518,0,1
2,UpdateCo2,1768098630.983348,249,0,1
2,UpdateCo2,1768098630.983608,206,0,1
2,UpdateCo2,1768098630.983823,214,0,1
1,UpdateCFP,1768098630.984046,2126,0,1
1,UpdateCFP,1768098630.986195,2217,0,1
1,UpdateCFP,1768098630.988436,2211,0,1
1,UpdateCFP,1768098630.990670,2171,0,1
2,UpdateCo2,1768098630.992865,308,0,1
1,UpdateCFP,1768098630.993184,2738,0,1
1,UpdateCFP,1768098630.995947,2946,0,1
1,UpdateCFP,1768098630.998918,2706,0,1
2,UpdateCo2,1768098631.001648,308,0,1
2,UpdateCo2,1768098631.001968,257,0,1
1,UpdateCFP,1768098631.002235,2083,0,1
1,UpdateCFP,1768098631.004341,2005,0,1
1,UpdateCFP,1768098631.006370,1990,0,1
2,UpdateCo2,1768098631.008383,231,0,1
1,UpdateCFP,1768098631.008624,2189,0,1
2,UpdateCo2,1768098631.010837,257,0,1
2,UpdateCo2,1768098631.011105,239,0,1
2,UpdateCo2,1768098631.011354,206,0,1
1,UpdateCFP,1768098631.011568,2333,0,1
2,UpdateCo2,1768098631.013928,289,0,1
2,UpdateCo2,1768098631.014229,223,0,1
1,UpdateCFP,1768098631.014461,1970,0,1
1,UpdateCFP,1768098631.016454,2008,0,1
2,UpdateCo2,1768098631.018486,251,0,1
1,UpdateCFP,1768098631.018749,2050,0,1
1,UpdateCFP,1768098631.020823,2527,0,1
2,UpdateCo2,1768098631.023374,286,0,1
2,UpdateCo2,1768098631.023672,198,0,1
2,UpdateCo2,1768098631.023878,306,0,1
1,UpdateCFP,1768098631.024193,2738,0,1
1,UpdateCFP,1768098631.026955,3686,0,1
2,UpdateCo2,1768098631.030666,332,0,1
2,UpdateCo2,1768098631.031010,230,0,1
1,UpdateCFP,1768098631.031249,2641,0,1
2,UpdateCo2,1768098631.033914,251,0,1
2,UpdateCo2,1768098631.034176,225,0,1
1,UpdateCFP,1768098631.034412,2832,0,1
1,UpdateCFP,1768098631.037267,2741,0,1
1,UpdateCFP,1768098631.040033,3086,0,1
2,UpdateCo2,1768098631.043143,793,0,1
1,UpdateCFP,1768098631.043953,4373,0,1
2,UpdateCo2,1768098631.048350,1001,0,1
1,UpdateCFP,1768098631.049376,4251,0,1
1,UpdateCFP,1768098631.053652,3672,0,1
2,UpdateCo2,1768098631.057364,519,0,1
2,UpdateCo2,1768098631.057900,453,0,1
1,UpdateCFP,1768098631.058367,3698,0,1
1,UpdateCFP,1768098631.062089,3766,0,1
2,UpdateCo2,1768098631.065878,658,0,1
1,UpdateCFP,1768098631.066561,3472,0,1
2,UpdateCo2,1768098631.070056,443,0,1
2,UpdateCo2,1768098631.070510,228,0,1
1,UpdateCFP,1768098631.070748,2920,0,1
2,UpdateCo2,1768098631.073683,251,0,1
2,UpdateCo2,1768098631.073942,255,0,1
1,UpdateCFP,1768098631.074206,2427,0,1
2,UpdateCo2,1768098631.076645,243,0,1
1,UpdateCFP,1768098631.076896,2583,0,1
2,UpdateCo2,1768098631.079503,276,0,1
2,UpdateCo2,1768098631.079789,256,0,1
1,UpdateCFP,1768098631.080054,2321,0,1
2,UpdateCo2,1768098631.082400,307,0,1
1,UpdateCFP,1768098631.082717,2643,0,1
2,UpdateCo2,1768098631.085385,328,0,1
1,UpdateCFP,1768098631.085724,2192,0,1
2,UpdateCo2,1768098631.087940,405,0,1
2,UpdateCo2,1768098631.088361,348,0,1
2,UpdateCo2,1768098631.088723,237,0,1
1,UpdateCFP,1768098631.088968,1777,0,1
2,UpdateCo2,1768098631.090757,339,0,1
1,UpdateCFP,1768098631.091106,1863,0,1
2,UpdateCo2,1768098631.092995,404,0,1
2,UpdateCo2,1768098631.093416,253,0,1
2,UpdateCo2,1768098631.093678,227,0,1
2,UpdateCo2,1768098631.093913,248,0,1
1,UpdateCFP,1768098631.094168,2005,0,1
2,UpdateCo2,1768098631.096190,257,0,1
1,UpdateCFP,1768098631.096456,1508,0,1
1,UpdateCFP,1768098631.097978,1646,0,1
1,UpdateCFP,1768098631.099635,1269,0,1
2,UpdateCo2,1768098631.100912,109,0,1
1,UpdateCFP,1768098631.101024,1180,0,1
1,UpdateCFP,1768098631.102213,1076,0,1
1,UpdateCFP,1768098631.103297,1327,0,1
2,UpdateCo2,1768098631.104631,91,0,1
1,UpdateCFP,1768098631.104726,2162,0,1
2,UpdateCo2,1768098631.106895,102,0,1
2,UpdateCo2,1768098631.107001,86,0,1
1,UpdateCFP,1768098631.107089,1125,0,1
2,UpdateCo2,1768098631.108219,86,0,1
1,UpdateCFP,1768098631.108308,1291,0,1
1,UpdateCFP,1768098631.109605,1155,0,1
2,UpdateCo2,1768098631.110766,91,0,1
2,UpdateCo2,1768098631.110860,80,0,1
1,UpdateCFP,1768098631.110943,1010,0,1
2,UpdateCo2,1768098631.111957,96,0,1
2,UpdateCo2,1768098631.112057,99,0,1
2,UpdateCo2,1768098631.112158,85,0,1
2,UpdateCo2,1768098631.112245,110,0,1
2,UpdateCo2,1768098631.112357,86,0,1
2,UpdateCo2,1768098631.112446,84,0,1
1,UpdateCFP,1768098631.112532,1273,0,1
1,UpdateCFP,1768098631.113811,1378,0,1
1,UpdateCFP,1768098631.115200,1597,0,1
1,UpdateCFP,1768098631.116805,2258,0,1
2,UpdateCo2,1768098631.119087,240,0,1
1,UpdateCFP,1768098631.119338,2536,0,1
1,UpdateCFP,1768098631.121897,2288,0,1
1,UpdateCFP,1768098631.124209,2375,0,1
1,UpdateCFP,1768098631.126608,2504,0,1
2,UpdateCo2,1768098631.129136,228,0,1
2,UpdateCo2,1768098631.129374,208,0,1
2,UpdateCo2,1768098631.129591,176,0,1
2,UpdateCo2,1768098631.129775,198,0,1
1,UpdateCFP,1768098631.129995,2578,0,1
1,UpdateCFP,1768098631.132597,2831,0,1
2,UpdateCo2,1768098631.135451,226,0,1
2,UpdateCo2,1768098631.135687,205,0,1
2,UpdateCo2,1768098631.135901,234,0,1
2,UpdateCo2,1768098631.136143,214,0,1
1,UpdateCFP,1768098631.136365,2512,0,1
1,UpdateCFP,1768098631.138900,3601,0,1
2,UpdateCo2,1768098631.142525,325,0,1
2,UpdateCo2,1768098631.142862,249,0,1
1,UpdateCFP,1768098631.143121,3462,0,1
2,UpdateCo2,1768098631.146608,1113,0,1
2,UpdateCo2,1768098631.147745,567,0,1
2,UpdateCo2,1768098631.148336,503,0,1
1,UpdateCFP,1768098631.148852,3454,0,1
2,UpdateCo2,1768098631.152322,237,0,1
2,UpdateCo2,1768098631.152568,193,0,1
1,UpdateCFP,1768098631.152769,1821,0,1
2,UpdateCo2,1768098631.154602,201,0,1
2,UpdateCo2,1768098631.154811,214,0,1
1,UpdateCFP,1768098631.155033,2114,0,1
2,UpdateCo2,1768098631.157159,201,0,1
1,UpdateCFP,1768098631.157368,1766,0,1
1,UpdateCFP,1768098631.159158,1784,0,1
2,UpdateCo2,1768098631.160959,249,0,1
2,UpdateCo2,1768098631.161222,232,0,1
2,UpdateCo2,1768098631.161463,210,0,1
2,UpdateCo2,1768098631.161681,195,0,1
2,UpdateCo2,1768098631.161885,208,0,1
2,UpdateCo2,1768098631.162100,204,0,1
1,UpdateCFP,1768098631.162312,1945,0,1
2,UpdateCo2,1768098631.164280,221,0,1
1,UpdateCFP,1768098631.164511,2022,0,1
2,UpdateCo2,1768098631.166557,231,0,1
1,UpdateCFP,1768098631.166798,2670,0,1
2,UpdateCo2,1768098631.169492,357,0,1
1,UpdateCFP,1768098631.169862,2636,0,1
2,UpdateCo2,1768098631.172521,229,0,1
1,UpdateCFP,1768098631.172761,2082,0,1
1,UpdateCFP,1768098631.174867,2090,0,1
2,UpdateCo2,1768098631.176980,268,0,1
1,UpdateCFP,1768098631.177260,2057,0,1
1,UpdateCFP,1768098631.179340,1973,0,1
1,UpdateCFP,1768098631.181336,2028,0,1
1,UpdateCFP,1768098631.183387,2728,0,1
1,UpdateCFP,1768098631.186139,2162,0,1
1,UpdateCFP,1768098631.188325,2212,0,1
1,UpdateCFP,1768098631.190561,2561,0,1
2,UpdateCo2,1768098631.193146,258,0,1
1,UpdateCFP,1768098631.193417,2336,0,1
2,UpdateCo2,1768098631.195776,243,0,1
1,UpdateCFP,1768098631.196030,2331,0,1
1,UpdateCFP,1768098631.198385,2294,0,1
2,UpdateCo2,1768098631.200702,203,0,1
1,UpdateCFP,1768098631.200916,2283,0,1
2,UpdateCo2,1768098631.203226,246,0,1
1,UpdateCFP,1768098631.203491,2185,0,1
1,UpdateCFP,1768098631.205698,2252,0,1
1,UpdateCFP,1768098631.207974,2359,0,1
2,UpdateCo2,1768098631.210356,215,0,1
2,UpdateCo2,1768098631.210581,196,0,1
1,UpdateCFP,1768098631.210785,2740,0,1
2,UpdateCo2,1768098631.213549,318,0,1
1,UpdateCFP,1768098631.213882,3372,0,1
2,UpdateCo2,1768098631.217278,645,0,1
1,UpdateCFP,1768098631.217948,2475,0,1
2,UpdateCo2,1768098631.220446,268,0,1
1,UpdateCFP,1768098631.220726,1944,0,1
1,UpdateCFP,1768098631.222693,2916,0,1
1,UpdateCFP,1768098631.225634,1994,0,1
1,UpdateCFP,1768098631.227651,1502,0,1
1,UpdateCFP,1768098631.229168,1657,0,1
2,UpdateCo2,1768098631.230849,253,0,1
1,UpdateCFP,1768098631.231112,2045,0,1
