Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,UpdateCFP,1768056919.745266,702,0,1
2,UpdateCo2,1768056919.745972,94,0,1
1,UpdateCFP,1768056919.746070,587,0,1
1,UpdateCFP,1768056919.746661,802,0,1
2,UpdateCo2,1768056919.747468,94,0,1
2,UpdateCo2,1768056919.747565,82,0,1
2,UpdateCo2,1768056919.747651,93,0,1
2,UpdateCo2,1768056919.747747,84,0,1
2,UpdateCo2,1768056919.747835,80,0,1
2,UpdateCo2,1768056919.747919,96,0,1
1,UpdateCFP,1768056919.748019,629,0,1
1,UpdateCFP,1768056919.748652,725,0,1
2,UpdateCo2,1768056919.749393,82,0,1
1,UpdateCFP,1768056919.749478,723,0,1
1,UpdateCFP,1768056919.750206,716,0,1
2,UpdateCo2,1768056919.750926,98,0,1
2,UpdateCo2,1768056919.751029,83,0,1
1,UpdateCFP,1768056919.751115,708,0,1
1,UpdateCFP,1768056919.751828,583,0,1
2,UpdateCo2,1768056919.752415,83,0,1
1,UpdateCFP,1768056919.752501,707,0,1
1,UpdateCFP,1768056919.753212,698,0,1
2,UpdateCo2,1768056919.753914,83,0,1
2,UpdateCo2,1768056919.754000,82,0,1
1,UpdateCFP,1768056919.754087,862,0,1
1,UpdateCFP,1768056919.754953,647,0,1
1,UpdateCFP,1768056919.755605,1098,0,1
2,UpdateCo2,1768056919.756718,94,0,1
1,UpdateCFP,1768056919.756817,982,0,1
1,UpdateCFP,1768056919.757815,1396,0,1
1,UpdateCFP,1768056919.759227,1145,0,1
2,UpdateCo2,1768056919.760389,82,0,1
2,UpdateCo2,1768056919.760475,107,0,1
2,UpdateCo2,1768056919.760587,87,0,1
1,UpdateCFP,1768056919.760679,882,0,1
2,UpdateCo2,1768056919.761577,89,0,1
2,UpdateCo2,1768056919.761671,133,0,1
2,UpdateCo2,1768056919.761810,82,0,1
1,UpdateCFP,1768056919.761895,1036,0,1
1,UpdateCFP,1768056919.762947,1327,0,1
1,UpdateCFP,1768056919.764291,1124,0,1
1,UpdateCFP,1768056919.765431,1256,0,1
2,UpdateCo2,1768056919.766704,87,0,1
2,UpdateCo2,1768056919.766796,90,0,1
1,UpdateCFP,1768056919.766890,1040,0,1
2,UpdateCo2,1768056919.767947,82,0,1
1,UpdateCFP,1768056919.768033,1249,0,1
2,UpdateCo2,1768056919.769298,89,0,1
2,UpdateCo2,1768056919.769392,95,0,1
2,UpdateCo2,1768056919.769492,99,0,1
1,UpdateCFP,1768056919.769596,1229,0,1
2,UpdateCo2,1768056919.770841,82,0,1
1,UpdateCFP,1768056919.770928,1389,0,1
1,UpdateCFP,1768056919.772333,1480,0,1
1,UpdateCFP,1768056919.773829,1161,0,1
2,UpdateCo2,1768056919.775006,89,0,1
1,UpdateCFP,1768056919.775101,1289,0,1
2,UpdateCo2,1768056919.776406,87,0,1
1,UpdateCFP,1768056919.776499,1048,0,1
1,UpdateCFP,1768056919.777564,1102,0,1
2,UpdateCo2,1768056919.778682,88,0,1
2,UpdateCo2,1768056919.778776,94,0,1
2,UpdateCo2,1768056919.778875,83,0,1
1,UpdateCFP,1768056919.778962,757,0,1
1,UpdateCFP,1768056919.779763,1280,0,1
2,UpdateCo2,1768056919.781059,122,0,1
1,UpdateCFP,1768056919.781186,1111,0,1
1,UpdateCFP,1768056919.782313,1079,0,1
2,UpdateCo2,1768056919.783408,86,0,1
1,UpdateCFP,1768056919.783500,1033,0,1
1,UpdateCFP,1768056919.784550,1117,0,1
1,UpdateCFP,1768056919.785682,1058,0,1
2,UpdateCo2,1768056919.786756,81,0,1
1,UpdateCFP,1768056919.786842,997,0,1
2,UpdateCo2,1768056919.787844,84,0,1
2,UpdateCo2,1768056919.787932,82,0,1
2,UpdateCo2,1768056919.788018,84,0,1
2,UpdateCo2,1768056919.788106,82,0,1
1,UpdateCFP,1768056919.788191,1085,0,1
2,UpdateCo2,1768056919.789280,79,0,1
2,UpdateCo2,1768056919.789362,87,0,1
1,UpdateCFP,1768056919.789454,817,0,1
2,UpdateCo2,1768056919.790287,102,0,1
2,UpdateCo2,1768056919.790422,85,0,1
1,UpdateCFP,1768056919.790511,723,0,1
2,UpdateCo2,1768056919.791238,90,0,1
2,UpdateCo2,1768056919.791333,119,0,1
1,UpdateCFP,1768056919.791457,780,0,1
2,UpdateCo2,1768056919.792241,75,0,1
1,UpdateCFP,1768056919.792319,809,0,1
1,UpdateCFP,1768056919.793132,726,0,1
2,UpdateCo2,1768056919.793862,84,0,1
1,UpdateCFP,1768056919.793949,701,0,1
1,UpdateCFP,1768056919.794654,894,0,1
2,UpdateCo2,1768056919.795555,81,0,1
1,UpdateCFP,1768056919.795640,945,0,1
2,UpdateCo2,1768056919.796590,87,0,1
2,UpdateCo2,1768056919.796681,87,0,1
1,UpdateCFP,1768056919.796772,853,0,1
2,UpdateCo2,1768056919.797629,83,0,1
1,UpdateCFP,1768056919.797716,797,0,1
2,UpdateCo2,1768056919.798518,83,0,1
1,UpdateCFP,1768056919.798604,775,0,1
1,UpdateCFP,1768056919.799383,707,0,1
2,UpdateCo2,1768056919.800094,82,0,1
1,UpdateCFP,1768056919.800180,717,0,1
2,UpdateCo2,1768056919.800902,83,0,1
2,UpdateCo2,1768056919.800988,82,0,1
1,UpdateCFP,1768056919.801074,996,0,1
2,UpdateCo2,1768056919.802074,83,0,1
1,UpdateCFP,1768056919.802161,1199,0,1
2,UpdateCo2,1768056919.803375,88,0,1
2,UpdateCo2,1768056919.803469,89,0,1
2,UpdateCo2,1768056919.803562,97,0,1
1,UpdateCFP,1768056919.803663,1105,0,1
2,UpdateCo2,1768056919.804784,95,0,1
2,UpdateCo2,1768056919.804884,93,0,1
2,UpdateCo2,1768056919.804982,116,0,1
1,UpdateCFP,1768056919.805103,1089,0,1
2,UpdateCo2,1768056919.806197,77,0,1
1,UpdateCFP,1768056919.806279,1243,0,1
2,UpdateCo2,1768056919.807538,82,0,1
1,UpdateCFP,1768056919.807625,1417,0,1
1,UpdateCFP,1768056919.809058,1214,0,1
2,UpdateCo2,1768056919.810288,85,0,1
1,UpdateCFP,1768056919.810379,1163,0,1
1,UpdateCFP,1768056919.811561,1473,0,1
1,UpdateCFP,1768056919.813049,1194,0,1
2,UpdateCo2,1768056919.814271,85,0,1
2,UpdateCo2,1768056919.814361,84,0,1
2,UpdateCo2,1768056919.814449,98,0,1
1,UpdateCFP,1768056919.814551,992,0,1
2,UpdateCo2,1768056919.815559,86,0,1
2,UpdateCo2,1768056919.815651,97,0,1
2,UpdateCo2,1768056919.815753,111,0,1
1,UpdateCFP,1768056919.815868,1134,0,1
2,UpdateCo2,1768056919.817018,123,0,1
2,UpdateCo2,1768056919.817146,83,0,1
1,UpdateCFP,1768056919.817233,1194,0,1
2,UpdateCo2,1768056919.818443,87,0,1
1,UpdateCFP,1768056919.818536,1391,0,1
2,UpdateCo2,1768056919.819943,81,0,1
2,UpdateCo2,1768056919.820029,83,0,1
1,UpdateCFP,1768056919.820116,1290,0,1
2,UpdateCo2,1768056919.821422,89,0,1
1,UpdateCFP,1768056919.821516,986,0,1
2,UpdateCo2,1768056919.822518,88,0,1
2,UpdateCo2,1768056919.822611,96,0,1
2,UpdateCo2,1768056919.822712,100,0,1
1,UpdateCFP,1768056919.822817,1717,0,1
1,UpdateCFP,1768056919.824550,1366,0,1
2,UpdateCo2,1768056919.825932,90,0,1
1,UpdateCFP,1768056919.826027,1192,0,1
1,UpdateCFP,1768056919.827235,1132,0,1
1,UpdateCFP,1768056919.828383,888,0,1
2,UpdateCo2,1768056919.829287,86,0,1
1,UpdateCFP,1768056919.829378,713,0,1
2,UpdateCo2,1768056919.830096,83,0,1
2,UpdateCo2,1768056919.830183,91,0,1
1,UpdateCFP,1768056919.830277,752,0,1
1,UpdateCFP,1768056919.831033,713,0,1
1,UpdateCFP,1768056919.831752,926,0,1
2,UpdateCo2,1768056919.832694,90,0,1
2,UpdateCo2,1768056919.832789,112,0,1
2,UpdateCo2,1768056919.832906,98,0,1
1,UpdateCFP,1768056919.833009,939,0,1
1,UpdateCFP,1768056919.833963,693,0,1
2,UpdateCo2,1768056919.834662,85,0,1
1,UpdateCFP,1768056919.834751,833,0,1
2,UpdateCo2,1768056919.835588,83,0,1
2,UpdateCo2,1768056919.835675,82,0,1
2,UpdateCo2,1768056919.835761,82,0,1
1,UpdateCFP,1768056919.835846,738,0,1
2,UpdateCo2,1768056919.836588,83,0,1
2,UpdateCo2,1768056919.836674,82,0,1
1,UpdateCFP,1768056919.836760,754,0,1
2,UpdateCo2,1768056919.837518,82,0,1
2,UpdateCo2,1768056919.837604,82,0,1
1,UpdateCFP,1768056919.837689,693,0,1
2,UpdateCo2,1768056919.838386,81,0,1
1,UpdateCFP,1768056919.838471,875,0,1
2,UpdateCo2,1768056919.839349,84,0,1
1,UpdateCFP,1768056919.839437,920,0,1
1,UpdateCFP,1768056919.840361,861,0,1
1,UpdateCFP,1768056919.841226,696,0,1
1,UpdateCFP,1768056919.841926,655,0,1
2,UpdateCo2,1768056919.842585,83,0,1
2,UpdateCo2,1768056919.842672,82,0,1
1,UpdateCFP,1768056919.842757,919,0,1
1,UpdateCFP,1768056919.843681,724,0,1
1,UpdateCFP,1768056919.844409,718,0,1
2,UpdateCo2,1768056919.845132,82,0,1
1,UpdateCFP,1768056919.845218,711,0,1
1,UpdateCFP,1768056919.845933,603,0,1
1,UpdateCFP,1768056919.846540,783,0,1
2,UpdateCo2,1768056919.847327,83,0,1
1,UpdateCFP,1768056919.847413,777,0,1
1,UpdateCFP,1768056919.848194,707,0,1
2,UpdateCo2,1768056919.848905,83,0,1
1,UpdateCFP,1768056919.848992,582,0,1
1,UpdateCFP,1768056919.849578,727,0,1
2,UpdateCo2,1768056919.850309,84,0,1
2,UpdateCo2,1768056919.850396,83,0,1
2,UpdateCo2,1768056919.850483,82,0,1
1,UpdateCFP,1768056919.850569,987,0,1
2,UpdateCo2,1768056919.851559,84,0,1
1,UpdateCFP,1768056919.851647,1021,0,1
1,UpdateCFP,1768056919.852672,851,0,1
2,UpdateCo2,1768056919.853527,94,0,1
1,UpdateCFP,1768056919.853626,1018,0,1
1,UpdateCFP,1768056919.854647,796,0,1
1,UpdateCFP,1768056919.855448,882,0,1
2,UpdateCo2,1768056919.856334,87,0,1
2,UpdateCo2,1768056919.856424,98,0,1
1,UpdateCFP,1768056919.856526,1375,0,1
1,UpdateCFP,1768056919.857918,996,0,1
2,UpdateCo2,1768056919.858930,81,0,1
1,UpdateCFP,1768056919.859016,1033,0,1
2,UpdateCo2,1768056919.860065,89,0,1
1,UpdateCFP,1768056919.860158,1138,0,1
1,UpdateCFP,1768056919.861313,1328,0,1
2,UpdateCo2,1768056919.862656,81,0,1
1,UpdateCFP,1768056919.862743,983,0,1
2,UpdateCo2,1768056919.863742,90,0,1
2,UpdateCo2,1768056919.863837,110,0,1
1,UpdateCFP,1768056919.863952,1178,0,1
1,UpdateCFP,1768056919.865146,1078,0,1
1,UpdateCFP,1768056919.866232,899,0,1
2,UpdateCo2,1768056919.867136,84,0,1
1,UpdateCFP,1768056919.867224,910,0,1
2,UpdateCo2,1768056919.868138,84,0,1
1,UpdateCFP,1768056919.868226,792,0,1
2,UpdateCo2,1768056919.869021,82,0,1
2,UpdateCo2,1768056919.869107,81,0,1
1,UpdateCFP,1768056919.869192,798,0,1
1,UpdateCFP,1768056919.869994,674,0,1
1,UpdateCFP,1768056919.870672,807,0,1
1,UpdateCFP,1768056919.871483,1000,0,1
1,UpdateCFP,1768056919.872487,763,0,1
2,UpdateCo2,1768056919.873254,95,0,1
2,UpdateCo2,1768056919.873353,111,0,1
2,UpdateCo2,1768056919.873468,82,0,1
1,UpdateCFP,1768056919.873554,1264,0,1
1,UpdateCFP,1768056919.874822,707,0,1
1,UpdateCFP,1768056919.875533,820,0,1
1,UpdateCFP,1768056919.876358,707,0,1
1,UpdateCFP,1768056919.877069,609,0,1
1,UpdateCFP,1768056919.877682,717,0,1
1,UpdateCFP,1768056919.878403,682,0,1
2,UpdateCo2,1768056919.879089,82,0,1
1,UpdateCFP,1768056919.879175,723,0,1
1,UpdateCFP,1768056919.879902,639,0,1
1,UpdateCFP,1768056919.880546,702,0,1
1,UpdateCFP,1768056919.881252,699,0,1
2,UpdateCo2,1768056919.881955,82,0,1
2,UpdateCo2,1768056919.882041,92,0,1
2,UpdateCo2,1768056919.882137,102,0,1
1,UpdateCFP,1768056919.882243,863,0,1
2,UpdateCo2,1768056919.883110,82,0,1
1,UpdateCFP,1768056919.883196,700,0,1
2,UpdateCo2,1768056919.883900,82,0,1
2,UpdateCo2,1768056919.883986,81,0,1
2,UpdateCo2,1768056919.884071,80,0,1
2,UpdateCo2,1768056919.884154,80,0,1
2,UpdateCo2,1768056919.884238,83,0,1
2,UpdateCo2,1768056919.884325,81,0,1
2,UpdateCo2,1768056919.884410,80,0,1
2,UpdateCo2,1768056919.884493,80,0,1
2,UpdateCo2,1768056919.884577,80,0,1
1,UpdateCFP,1768056919.884661,666,0,1
2,UpdateCo2,1768056919.885331,82,0,1
2,UpdateCo2,1768056919.885417,81,0,1
2,UpdateCo2,1768056919.885501,81,0,1
1,UpdateCFP,1768056919.885586,728,0,1
1,UpdateCFP,1768056919.886317,694,0,1
1,UpdateCFP,1768056919.887015,575,0,1
1,UpdateCFP,1768056919.887594,928,0,1
2,UpdateCo2,1768056919.888526,84,0,1
2,UpdateCo2,1768056919.888614,84,0,1
1,UpdateCFP,1768056919.888701,744,0,1
1,UpdateCFP,1768056919.889448,703,0,1
1,UpdateCFP,1768056919.890156,780,0,1
1,UpdateCFP,1768056919.890939,558,0,1
1,UpdateCFP,1768056919.891501,699,0,1
2,UpdateCo2,1768056919.892204,104,0,1
2,UpdateCo2,1768056919.892312,81,0,1
1,UpdateCFP,1768056919.892396,684,0,1
2,UpdateCo2,1768056919.893084,81,0,1
2,UpdateCo2,1768056919.893169,82,0,1
2,UpdateCo2,1768056919.893261,83,0,1
1,UpdateCFP,1768056919.893347,776,0,1
1,UpdateCFP,1768056919.894127,709,0,1
2,UpdateCo2,1768056919.894840,82,0,1
2,UpdateCo2,1768056919.894925,81,0,1
1,UpdateCFP,1768056919.895010,585,0,1
1,UpdateCFP,1768056919.895599,704,0,1
2,UpdateCo2,1768056919.896307,87,0,1
2,UpdateCo2,1768056919.896398,83,0,1
2,UpdateCo2,1768056919.896484,82,0,1
1,UpdateCFP,1768056919.896570,695,0,1
2,UpdateCo2,1768056919.897268,82,0,1
1,UpdateCFP,1768056919.897354,702,0,1
1,UpdateCFP,1768056919.898060,779,0,1
1,UpdateCFP,1768056919.898843,793,0,1
1,UpdateCFP,1768056919.899640,787,0,1
1,UpdateCFP,1768056919.900431,785,0,1
2,UpdateCo2,1768056919.901220,89,0,1
1,UpdateCFP,1768056919.901312,862,0,1
1,UpdateCFP,1768056919.902178,1047,0,1
1,UpdateCFP,1768056919.903230,1120,0,1
1,UpdateCFP,1768056919.904366,1154,0,1
2,UpdateCo2,1768056919.905536,82,0,1
1,UpdateCFP,1768056919.905623,1043,0,1
1,UpdateCFP,1768056919.906682,1438,0,1
1,UpdateCFP,1768056919.908136,1093,0,1
1,UpdateCFP,1768056919.909245,1087,0,1
1,UpdateCFP,1768056919.910348,823,0,1
1,UpdateCFP,1768056919.911177,800,0,1
1,UpdateCFP,1768056919.911982,739,0,1
2,UpdateCo2,1768056919.912725,83,0,1
1,UpdateCFP,1768056919.912813,988,0,1
2,UpdateCo2,1768056919.913805,85,0,1
2,UpdateCo2,1768056919.913893,85,0,1
2,UpdateCo2,1768056919.913981,82,0,1
1,UpdateCFP,1768056919.914067,766,0,1
2,UpdateCo2,1768056919.914837,82,0,1
2,UpdateCo2,1768056919.914923,82,0,1
2,UpdateCo2,1768056919.915009,81,0,1
1,UpdateCFP,1768056919.915093,1102,0,1
2,UpdateCo2,1768056919.916200,87,0,1
1,UpdateCFP,1768056919.916291,1047,0,1
2,UpdateCo2,1768056919.917343,86,0,1
1,UpdateCFP,1768056919.917433,908,0,1
2,UpdateCo2,1768056919.918345,84,0,1
1,UpdateCFP,1768056919.918433,861,0,1
1,UpdateCFP,1768056919.919298,728,0,1
1,UpdateCFP,1768056919.920030,595,0,1
1,UpdateCFP,1768056919.920629,718,0,1
1,UpdateCFP,1768056919.921351,896,0,1
2,UpdateCo2,1768056919.922251,93,0,1
1,UpdateCFP,1768056919.922348,812,0,1
1,UpdateCFP,1768056919.923164,716,0,1
1,UpdateCFP,1768056919.923885,577,0,1
1,UpdateCFP,1768056919.924465,875,0,1
2,UpdateCo2,1768056919.925345,84,0,1
1,UpdateCFP,1768056919.925433,689,0,1
2,UpdateCo2,1768056919.926126,83,0,1
1,UpdateCFP,1768056919.926212,696,0,1
1,UpdateCFP,1768056919.926912,629,0,1
2,UpdateCo2,1768056919.927547,85,0,1
1,UpdateCFP,1768056919.927636,1001,0,1
2,UpdateCo2,1768056919.928641,83,0,1
2,UpdateCo2,1768056919.928728,84,0,1
1,UpdateCFP,1768056919.928816,735,0,1
2,UpdateCo2,1768056919.929555,82,0,1
2,UpdateCo2,1768056919.929641,82,0,1
2,UpdateCo2,1768056919.929727,81,0,1
2,UpdateCo2,1768056919.929812,81,0,1
1,UpdateCFP,1768056919.929896,709,0,1
2,UpdateCo2,1768056919.930609,82,0,1
2,UpdateCo2,1768056919.930695,82,0,1
1,UpdateCFP,1768056919.930780,707,0,1
1,UpdateCFP,1768056919.931491,689,0,1
1,UpdateCFP,1768056919.932184,772,0,1
1,UpdateCFP,1768056919.932960,568,0,1
1,UpdateCFP,1768056919.933532,943,0,1
1,UpdateCFP,1768056919.934479,659,0,1
2,UpdateCo2,1768056919.935142,82,0,1
1,UpdateCFP,1768056919.935227,699,0,1
2,UpdateCo2,1768056919.935931,83,0,1
2,UpdateCo2,1768056919.936017,81,0,1
1,UpdateCFP,1768056919.936101,767,0,1
1,UpdateCFP,1768056919.936873,587,0,1
1,UpdateCFP,1768056919.937464,718,0,1
1,UpdateCFP,1768056919.938186,729,0,1
1,UpdateCFP,1768056919.938919,665,0,1
1,UpdateCFP,1768056919.939587,688,0,1
2,UpdateCo2,1768056919.940280,85,0,1
2,UpdateCo2,1768056919.940368,85,0,1
2,UpdateCo2,1768056919.940456,83,0,1
2,UpdateCo2,1768056919.940545,81,0,1
1,UpdateCFP,1768056919.940630,737,0,1
2,UpdateCo2,1768056919.941371,81,0,1
2,UpdateCo2,1768056919.941455,81,0,1
2,UpdateCo2,1768056919.941540,80,0,1
2,UpdateCo2,1768056919.941624,81,0,1
2,UpdateCo2,1768056919.941708,81,0,1
1,UpdateCFP,1768056919.941792,768,0,1
1,UpdateCFP,1768056919.942564,812,0,1
2,UpdateCo2,1768056919.943381,83,0,1
1,UpdateCFP,1768056919.943467,793,0,1
2,UpdateCo2,1768056919.944265,84,0,1
1,UpdateCFP,1768056919.944353,873,0,1
2,UpdateCo2,1768056919.945229,93,0,1
1,UpdateCFP,1768056919.945326,1055,0,1
1,UpdateCFP,1768056919.946387,954,0,1
2,UpdateCo2,1768056919.947357,83,0,1
2,UpdateCo2,1768056919.947445,93,0,1
2,UpdateCo2,1768056919.947545,99,0,1
1,UpdateCFP,1768056919.947649,1264,0,1
1,UpdateCFP,1768056919.948929,1099,0,1
1,UpdateCFP,1768056919.950033,903,0,1
2,UpdateCo2,1768056919.950952,91,0,1
1,UpdateCFP,1768056919.951048,1291,0,1
2,UpdateCo2,1768056919.952355,90,0,1
2,UpdateCo2,1768056919.952450,96,0,1
1,UpdateCFP,1768056919.952551,732,0,1
1,UpdateCFP,1768056919.953289,913,0,1
2,UpdateCo2,1768056919.954206,96,0,1
1,UpdateCFP,1768056919.954306,1237,0,1
1,UpdateCFP,1768056919.955559,771,0,1
1,UpdateCFP,1768056919.956336,819,0,1
1,UpdateCFP,1768056919.957159,803,0,1
2,UpdateCo2,1768056919.957966,84,0,1
2,UpdateCo2,1768056919.958054,83,0,1
1,UpdateCFP,1768056919.958140,1184,0,1
1,UpdateCFP,1768056919.959329,921,0,1
2,UpdateCo2,1768056919.960265,89,0,1
1,UpdateCFP,1768056919.960357,1015,0,1
1,UpdateCFP,1768056919.961376,1036,0,1
1,UpdateCFP,1768056919.962417,754,0,1
1,UpdateCFP,1768056919.963175,706,0,1
2,UpdateCo2,1768056919.963888,84,0,1
1,UpdateCFP,1768056919.963975,644,0,1
2,UpdateCo2,1768056919.964623,83,0,1
2,UpdateCo2,1768056919.964709,82,0,1
1,UpdateCFP,1768056919.964795,749,0,1
1,UpdateCFP,1768056919.965549,729,0,1
1,UpdateCFP,1768056919.966281,783,0,1
1,UpdateCFP,1768056919.967068,767,0,1
1,UpdateCFP,1768056919.967839,725,0,1
2,UpdateCo2,1768056919.968568,83,0,1
1,UpdateCFP,1768056919.968654,697,0,1
1,UpdateCFP,1768056919.969356,693,0,1
1,UpdateCFP,1768056919.970053,570,0,1
2,UpdateCo2,1768056919.970627,83,0,1
2,UpdateCo2,1768056919.970714,82,0,1
1,UpdateCFP,1768056919.970800,717,0,1
1,UpdateCFP,1768056919.971521,693,0,1
2,UpdateCo2,1768056919.972217,91,0,1
1,UpdateCFP,1768056919.972312,699,0,1
2,UpdateCo2,1768056919.973015,83,0,1
2,UpdateCo2,1768056919.973102,82,0,1
1,UpdateCFP,1768056919.973187,791,0,1
1,UpdateCFP,1768056919.973982,568,0,1
2,UpdateCo2,1768056919.974556,83,0,1
2,UpdateCo2,1768056919.974644,83,0,1
2,UpdateCo2,1768056919.974730,82,0,1
2,UpdateCo2,1768056919.974816,81,0,1
1,UpdateCFP,1768056919.974901,754,0,1
1,UpdateCFP,1768056919.975659,792,0,1
1,UpdateCFP,1768056919.976454,716,0,1
2,UpdateCo2,1768056919.977175,89,0,1
1,UpdateCFP,1768056919.977268,705,0,1
1,UpdateCFP,1768056919.977977,589,0,1
1,UpdateCFP,1768056919.978570,718,0,1
2,UpdateCo2,1768056919.979292,81,0,1
2,UpdateCo2,1768056919.979378,82,0,1
2,UpdateCo2,1768056919.979463,82,0,1
1,UpdateCFP,1768056919.979548,806,0,1
1,UpdateCFP,1768056919.980358,699,0,1
2,UpdateCo2,1768056919.981061,86,0,1
1,UpdateCFP,1768056919.981150,1033,0,1
2,UpdateCo2,1768056919.982188,90,0,1
2,UpdateCo2,1768056919.982281,91,0,1
2,UpdateCo2,1768056919.982377,82,0,1
2,UpdateCo2,1768056919.982462,81,0,1
2,UpdateCo2,1768056919.982547,81,0,1
2,UpdateCo2,1768056919.982632,80,0,1
2,UpdateCo2,1768056919.982716,80,0,1
1,UpdateCFP,1768056919.982800,612,0,1
1,UpdateCFP,1768056919.983416,697,0,1
1,UpdateCFP,1768056919.984116,902,0,1
1,UpdateCFP,1768056919.985022,589,0,1
2,UpdateCo2,1768056919.985615,83,0,1
1,UpdateCFP,1768056919.985701,739,0,1
1,UpdateCFP,1768056919.986444,929,0,1
2,UpdateCo2,1768056919.987377,85,0,1
2,UpdateCo2,1768056919.987465,84,0,1
1,UpdateCFP,1768056919.987555,935,0,1
1,UpdateCFP,1768056919.988493,1308,0,1
1,UpdateCFP,1768056919.989805,1025,0,1
1,UpdateCFP,1768056919.990834,1218,0,1
1,UpdateCFP,1768056919.992056,1224,0,1
2,UpdateCo2,1768056919.993296,93,0,1
2,UpdateCo2,1768056919.993395,99,0,1
2,UpdateCo2,1768056919.993499,109,0,1
2,UpdateCo2,1768056919.993613,85,0,1
2,UpdateCo2,1768056919.993702,81,0,1
1,UpdateCFP,1768056919.993787,746,0,1
2,UpdateCo2,1768056919.994537,85,0,1
2,UpdateCo2,1768056919.994626,84,0,1
1,UpdateCFP,1768056919.994713,835,0,1
2,UpdateCo2,1768056919.995555,82,0,1
1,UpdateCFP,1768056919.995642,813,0,1
1,UpdateCFP,1768056919.996458,794,0,1
2,UpdateCo2,1768056919.997264,85,0,1
1,UpdateCFP,1768056919.997353,911,0,1
2,UpdateCo2,1768056919.998269,86,0,1
1,UpdateCFP,1768056919.998359,973,0,1
2,UpdateCo2,1768056919.999335,84,0,1
2,UpdateCo2,1768056919.999423,82,0,1
2,UpdateCo2,1768056919.999509,81,0,1
1,UpdateCFP,1768056919.999594,843,0,1
2,UpdateCo2,1768056920.000441,82,0,1
1,UpdateCFP,1768056920.000526,803,0,1
1,UpdateCFP,1768056920.001333,802,0,1
2,UpdateCo2,1768056920.002139,81,0,1
1,UpdateCFP,1768056920.002224,815,0,1
2,UpdateCo2,1768056920.003043,82,0,1
2,UpdateCo2,1768056920.003128,89,0,1
1,UpdateCFP,1768056920.003223,1066,0,1
2,UpdateCo2,1768056920.004293,88,0,1
1,UpdateCFP,1768056920.004384,841,0,1
1,UpdateCFP,1768056920.005229,851,0,1
2,UpdateCo2,1768056920.006084,82,0,1
1,UpdateCFP,1768056920.006170,836,0,1
1,UpdateCFP,1768056920.007011,707,0,1
1,UpdateCFP,1768056920.007723,892,0,1
2,UpdateCo2,1768056920.008619,84,0,1
2,UpdateCo2,1768056920.008706,84,0,1
1,UpdateCFP,1768056920.008793,961,0,1
1,UpdateCFP,1768056920.009759,880,0,1
2,UpdateCo2,1768056920.010643,82,0,1
1,UpdateCFP,1768056920.010728,845,0,1
2,UpdateCo2,1768056920.011577,82,0,1
1,UpdateCFP,1768056920.011663,746,0,1
1,UpdateCFP,1768056920.012413,709,0,1
1,UpdateCFP,1768056920.013125,735,0,1
2,UpdateCo2,1768056920.013865,82,0,1
2,UpdateCo2,1768056920.013950,81,0,1
2,UpdateCo2,1768056920.014035,81,0,1
2,UpdateCo2,1768056920.014119,81,0,1
2,UpdateCo2,1768056920.014204,88,0,1
1,UpdateCFP,1768056920.014296,667,0,1
2,UpdateCo2,1768056920.014966,81,0,1
1,UpdateCFP,1768056920.015050,589,0,1
1,UpdateCFP,1768056920.015644,915,0,1
1,UpdateCFP,1768056920.016563,788,0,1
2,UpdateCo2,1768056920.017354,83,0,1
2,UpdateCo2,1768056920.017440,82,0,1
2,UpdateCo2,1768056920.017526,81,0,1
2,UpdateCo2,1768056920.017611,80,0,1
2,UpdateCo2,1768056920.017694,80,0,1
1,UpdateCFP,1768056920.017778,627,0,1
2,UpdateCo2,1768056920.018409,82,0,1
2,UpdateCo2,1768056920.018495,82,0,1
1,UpdateCFP,1768056920.018581,738,0,1
2,UpdateCo2,1768056920.019323,83,0,1
1,UpdateCFP,1768056920.019410,698,0,1
2,UpdateCo2,1768056920.020112,83,0,1
2,UpdateCo2,1768056920.020198,83,0,1
1,UpdateCFP,1768056920.020285,697,0,1
2,UpdateCo2,1768056920.020986,81,0,1
1,UpdateCFP,1768056920.021071,571,0,1
1,UpdateCFP,1768056920.021646,708,0,1
2,UpdateCo2,1768056920.022358,83,0,1
1,UpdateCFP,1768056920.022445,724,0,1
2,UpdateCo2,1768056920.023172,89,0,1
1,UpdateCFP,1768056920.023264,722,0,1
2,UpdateCo2,1768056920.023990,82,0,1
2,UpdateCo2,1768056920.024076,81,0,1
2,UpdateCo2,1768056920.024160,80,0,1
2,UpdateCo2,1768056920.024244,89,0,1
1,UpdateCFP,1768056920.024337,792,0,1
2,UpdateCo2,1768056920.025133,81,0,1
1,UpdateCFP,1768056920.025220,698,0,1
1,UpdateCFP,1768056920.025922,586,0,1
2,UpdateCo2,1768056920.026512,83,0,1
2,UpdateCo2,1768056920.026599,83,0,1
1,UpdateCFP,1768056920.026685,720,0,1
1,UpdateCFP,1768056920.027409,724,0,1
1,UpdateCFP,1768056920.028137,726,0,1
2,UpdateCo2,1768056920.028867,82,0,1
1,UpdateCFP,1768056920.028953,694,0,1
2,UpdateCo2,1768056920.029651,82,0,1
1,UpdateCFP,1768056920.029737,934,0,1
