Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,UpdateCFP,1768145561.152350,2983,0,1
2,UpdateCo2,1768145561.155372,747,0,1
1,UpdateCFP,1768145561.156147,2951,0,1
1,UpdateCFP,1768145561.159130,2709,0,1
2,UpdateCo2,1768145561.161875,784,0,1
2,UpdateCo2,1768145561.162687,852,0,1
1,UpdateCFP,1768145561.163566,4511,0,1
2,UpdateCo2,1768145561.168116,747,0,1
2,UpdateCo2,1768145561.168893,766,0,1
2,UpdateCo2,1768145561.169687,741,0,1
1,UpdateCFP,1768145561.170456,3997,0,1
2,UpdateCo2,1768145561.174493,1245,0,1
2,UpdateCo2,1768145561.175769,684,0,1
2,UpdateCo2,1768145561.176480,656,0,1
1,UpdateCFP,1768145561.177162,3275,0,1
2,UpdateCo2,1768145561.180468,714,0,1
1,UpdateCFP,1768145561.181222,2939,0,1
1,UpdateCFP,1768145561.184276,2384,0,1
2,UpdateCo2,1768145561.186946,1154,0,1
1,UpdateCFP,1768145561.188145,4983,0,1
1,UpdateCFP,1768145561.193168,3667,0,1
2,UpdateCo2,1768145561.196876,1017,0,1
1,UpdateCFP,1768145561.197933,3171,0,1
2,UpdateCo2,1768145561.201142,574,0,1
1,UpdateCFP,1768145561.201744,3624,0,1
2,UpdateCo2,1768145561.205406,1486,0,1
1,UpdateCFP,1768145561.206931,4038,0,1
2,UpdateCo2,1768145561.211009,805,0,1
2,UpdateCo2,1768145561.211844,567,0,1
2,UpdateCo2,1768145561.212436,540,0,1
1,UpdateCFP,1768145561.213001,3246,0,1
1,UpdateCFP,1768145561.216285,4931,0,1
2,UpdateCo2,1768145561.221256,1130,0,1
2,UpdateCo2,1768145561.222424,719,0,1
2,UpdateCo2,1768145561.223172,1664,0,1
2,UpdateCo2,1768145561.224876,1195,0,1
1,UpdateCFP,1768145561.226103,6338,0,1
1,UpdateCFP,1768145561.232481,5312,0,1
1,UpdateCFP,1768145561.237832,5379,0,1
2,UpdateCo2,1768145561.243251,1211,0,1
2,UpdateCo2,1768145561.244497,924,0,1
1,UpdateCFP,1768145561.245454,4474,0,1
2,UpdateCo2,1768145561.249991,778,0,1
2,UpdateCo2,1768145561.250804,822,0,1
1,UpdateCFP,1768145561.251655,2654,0,1
2,UpdateCo2,1768145561.254342,750,0,1
1,UpdateCFP,1768145561.255121,2247,0,1
2,UpdateCo2,1768145561.257400,385,0,1
1,UpdateCFP,1768145561.257811,2348,0,1
1,UpdateCFP,1768145561.260201,3264,0,1
1,UpdateCFP,1768145561.263508,3069,0,1
2,UpdateCo2,1768145561.266619,372,0,1
2,UpdateCo2,1768145561.267018,352,0,1
2,UpdateCo2,1768145561.267394,870,0,1
1,UpdateCFP,1768145561.268400,2088,0,1
2,UpdateCo2,1768145561.270524,359,0,1
1,UpdateCFP,1768145561.270909,2402,0,1
2,UpdateCo2,1768145561.273352,357,0,1
2,UpdateCo2,1768145561.273736,380,0,1
1,UpdateCFP,1768145561.274141,3019,0,1
2,UpdateCo2,1768145561.277202,379,0,1
2,UpdateCo2,1768145561.277610,299,0,1
1,UpdateCFP,1768145561.277933,2801,0,1
1,UpdateCFP,1768145561.280777,2452,0,1
1,UpdateCFP,1768145561.283271,3129,0,1
2,UpdateCo2,1768145561.286450,788,0,1
1,UpdateCFP,1768145561.287281,3047,0,1
2,UpdateCo2,1768145561.290371,500,0,1
2,UpdateCo2,1768145561.290906,409,0,1
2,UpdateCo2,1768145561.291345,356,0,1
1,UpdateCFP,1768145561.291723,3096,0,1
1,UpdateCFP,1768145561.294863,3045,0,1
2,UpdateCo2,1768145561.297951,541,0,1
1,UpdateCFP,1768145561.298521,2615,0,1
1,UpdateCFP,1768145561.301168,3239,0,1
2,UpdateCo2,1768145561.304452,866,0,1
1,UpdateCFP,1768145561.305361,3082,0,1
2,UpdateCo2,1768145561.308485,349,0,1
2,UpdateCo2,1768145561.308860,348,0,1
2,UpdateCo2,1768145561.309231,315,0,1
2,UpdateCo2,1768145561.309572,309,0,1
2,UpdateCo2,1768145561.309936,322,0,1
2,UpdateCo2,1768145561.310944,316,0,1
1,UpdateCFP,1768145561.311288,2819,0,1
2,UpdateCo2,1768145561.314150,415,0,1
2,UpdateCo2,1768145561.314594,293,0,1
2,UpdateCo2,1768145561.314909,289,0,1
1,UpdateCFP,1768145561.315219,2132,0,1
2,UpdateCo2,1768145561.317383,309,0,1
2,UpdateCo2,1768145561.317716,297,0,1
1,UpdateCFP,1768145561.318036,2276,0,1
1,UpdateCFP,1768145561.320354,2545,0,1
1,UpdateCFP,1768145561.322942,2234,0,1
2,UpdateCo2,1768145561.325218,346,0,1
1,UpdateCFP,1768145561.325591,2643,0,1
1,UpdateCFP,1768145561.328277,2523,0,1
1,UpdateCFP,1768145561.330844,2467,0,1
1,UpdateCFP,1768145561.333354,2984,0,1
1,UpdateCFP,1768145561.336382,3294,0,1
2,UpdateCo2,1768145561.339719,360,0,1
1,UpdateCFP,1768145561.340107,2274,0,1
1,UpdateCFP,1768145561.342423,2221,0,1
2,UpdateCo2,1768145561.344688,314,0,1
1,UpdateCFP,1768145561.345027,2116,0,1
1,UpdateCFP,1768145561.347187,2362,0,1
2,UpdateCo2,1768145561.349592,307,0,1
1,UpdateCFP,1768145561.349924,2262,0,1
2,UpdateCo2,1768145561.352230,449,0,1
1,UpdateCFP,1768145561.352712,2134,0,1
1,UpdateCFP,1768145561.354890,3325,0,1
1,UpdateCFP,1768145561.358258,2549,0,1
2,UpdateCo2,1768145561.360850,344,0,1
2,UpdateCo2,1768145561.361221,361,0,1
2,UpdateCo2,1768145561.361605,266,0,1
1,UpdateCFP,1768145561.361889,2818,0,1
2,UpdateCo2,1768145561.364750,300,0,1
1,UpdateCFP,1768145561.365076,2552,0,1
1,UpdateCFP,1768145561.367671,3442,0,1
2,UpdateCo2,1768145561.371158,695,0,1
1,UpdateCFP,1768145561.371897,3158,0,1
2,UpdateCo2,1768145561.375099,597,0,1
2,UpdateCo2,1768145561.375722,600,0,1
1,UpdateCFP,1768145561.376344,3115,0,1
2,UpdateCo2,1768145561.379496,631,0,1
2,UpdateCo2,1768145561.380171,621,0,1
2,UpdateCo2,1768145561.380836,433,0,1
2,UpdateCo2,1768145561.381309,347,0,1
1,UpdateCFP,1768145561.381675,3172,0,1
1,UpdateCFP,1768145561.384892,2957,0,1
2,UpdateCo2,1768145561.387906,495,0,1
2,UpdateCo2,1768145561.388432,362,0,1
2,UpdateCo2,1768145561.388812,321,0,1
1,UpdateCFP,1768145561.389149,3497,0,1
1,UpdateCFP,1768145561.392690,4089,0,1
1,UpdateCFP,1768145561.396823,3325,0,1
1,UpdateCFP,1768145561.400193,3362,0,1
2,UpdateCo2,1768145561.403599,387,0,1
1,UpdateCFP,1768145561.404014,3554,0,1
2,UpdateCo2,1768145561.407612,339,0,1
2,UpdateCo2,1768145561.407975,265,0,1
1,UpdateCFP,1768145561.408259,2235,0,1
2,UpdateCo2,1768145561.410525,278,0,1
1,UpdateCFP,1768145561.410824,2092,0,1
2,UpdateCo2,1768145561.412960,300,0,1
1,UpdateCFP,1768145561.413282,2107,0,1
1,UpdateCFP,1768145561.415422,1999,0,1
2,UpdateCo2,1768145561.417465,294,0,1
1,UpdateCFP,1768145561.417783,2191,0,1
2,UpdateCo2,1768145561.420018,304,0,1
1,UpdateCFP,1768145561.420348,2463,0,1
1,UpdateCFP,1768145561.422855,1969,0,1
2,UpdateCo2,1768145561.424868,274,0,1
1,UpdateCFP,1768145561.425166,2484,0,1
2,UpdateCo2,1768145561.427695,274,0,1
1,UpdateCFP,1768145561.427992,2759,0,1
2,UpdateCo2,1768145561.430795,354,0,1
1,UpdateCFP,1768145561.431175,2095,0,1
1,UpdateCFP,1768145561.433327,2272,0,1
2,UpdateCo2,1768145561.435644,255,0,1
2,UpdateCo2,1768145561.435921,257,0,1
1,UpdateCFP,1768145561.436198,2287,0,1
2,UpdateCo2,1768145561.438529,293,0,1
1,UpdateCFP,1768145561.438845,4342,0,1
1,UpdateCFP,1768145561.443237,2009,0,1
1,UpdateCFP,1768145561.445291,2410,0,1
2,UpdateCo2,1768145561.447745,263,0,1
2,UpdateCo2,1768145561.448031,257,0,1
2,UpdateCo2,1768145561.448326,322,0,1
1,UpdateCFP,1768145561.448667,3134,0,1
1,UpdateCFP,1768145561.451845,2727,0,1
2,UpdateCo2,1768145561.454616,324,0,1
2,UpdateCo2,1768145561.454965,234,0,1
2,UpdateCo2,1768145561.455220,243,0,1
1,UpdateCFP,1768145561.455478,2239,0,1
1,UpdateCFP,1768145561.457761,2103,0,1
2,UpdateCo2,1768145561.459908,242,0,1
2,UpdateCo2,1768145561.460173,284,0,1
1,UpdateCFP,1768145561.460478,2078,0,1
2,UpdateCo2,1768145561.462600,274,0,1
2,UpdateCo2,1768145561.462898,242,0,1
2,UpdateCo2,1768145561.463158,249,0,1
2,UpdateCo2,1768145561.463423,229,0,1
2,UpdateCo2,1768145561.463700,282,0,1
1,UpdateCFP,1768145561.463999,2189,0,1
2,UpdateCo2,1768145561.466237,279,0,1
2,UpdateCo2,1768145561.466541,304,0,1
2,UpdateCo2,1768145561.466865,272,0,1
2,UpdateCo2,1768145561.467154,242,0,1
1,UpdateCFP,1768145561.467412,2611,0,1
2,UpdateCo2,1768145561.470066,680,0,1
1,UpdateCFP,1768145561.470790,2857,0,1
1,UpdateCFP,1768145561.473690,2336,0,1
1,UpdateCFP,1768145561.476069,2949,0,1
2,UpdateCo2,1768145561.479094,278,0,1
1,UpdateCFP,1768145561.479397,2501,0,1
2,UpdateCo2,1768145561.481976,753,0,1
2,UpdateCo2,1768145561.482804,481,0,1
1,UpdateCFP,1768145561.483586,2813,0,1
2,UpdateCo2,1768145561.486458,257,0,1
1,UpdateCFP,1768145561.486733,2589,0,1
1,UpdateCFP,1768145561.489360,2106,0,1
1,UpdateCFP,1768145561.491499,2318,0,1
2,UpdateCo2,1768145561.493855,242,0,1
2,UpdateCo2,1768145561.494117,241,0,1
1,UpdateCFP,1768145561.494373,3145,0,1
2,UpdateCo2,1768145561.497558,278,0,1
2,UpdateCo2,1768145561.497856,239,0,1
1,UpdateCFP,1768145561.498111,2898,0,1
1,UpdateCFP,1768145561.501080,3678,0,1
2,UpdateCo2,1768145561.505100,1442,0,1
2,UpdateCo2,1768145561.506680,777,0,1
2,UpdateCo2,1768145561.507483,366,0,1
1,UpdateCFP,1768145561.507910,3904,0,1
1,UpdateCFP,1768145561.511878,3557,0,1
2,UpdateCo2,1768145561.515457,708,0,1
2,UpdateCo2,1768145561.516186,397,0,1
2,UpdateCo2,1768145561.516598,459,0,1
1,UpdateCFP,1768145561.517071,3420,0,1
1,UpdateCFP,1768145561.520513,2690,0,1
2,UpdateCo2,1768145561.523226,1155,0,1
1,UpdateCFP,1768145561.524405,2959,0,1
2,UpdateCo2,1768145561.527388,351,0,1
1,UpdateCFP,1768145561.527751,1980,0,1
1,UpdateCFP,1768145561.529749,2154,0,1
1,UpdateCFP,1768145561.531928,2801,0,1
1,UpdateCFP,1768145561.534745,2631,0,1
1,UpdateCFP,1768145561.537401,2483,0,1
2,UpdateCo2,1768145561.539908,290,0,1
1,UpdateCFP,1768145561.540210,2555,0,1
1,UpdateCFP,1768145561.542790,2120,0,1
2,UpdateCo2,1768145561.544934,256,0,1
1,UpdateCFP,1768145561.545201,2591,0,1
1,UpdateCFP,1768145561.547816,2293,0,1
1,UpdateCFP,1768145561.550132,2649,0,1
2,UpdateCo2,1768145561.552806,476,0,1
2,UpdateCo2,1768145561.553318,303,0,1
2,UpdateCo2,1768145561.553630,257,0,1
1,UpdateCFP,1768145561.553895,2032,0,1
2,UpdateCo2,1768145561.555940,226,0,1
2,UpdateCo2,1768145561.556174,261,0,1
2,UpdateCo2,1768145561.556444,230,0,1
1,UpdateCFP,1768145561.556681,1783,0,1
2,UpdateCo2,1768145561.558480,225,0,1
2,UpdateCo2,1768145561.558713,213,0,1
2,UpdateCo2,1768145561.558935,232,0,1
2,UpdateCo2,1768145561.559174,240,0,1
2,UpdateCo2,1768145561.559423,231,0,1
2,UpdateCo2,1768145561.559661,281,0,1
1,UpdateCFP,1768145561.559951,1658,0,1
1,UpdateCFP,1768145561.561621,1744,0,1
1,UpdateCFP,1768145561.563389,2132,0,1
2,UpdateCo2,1768145561.565544,241,0,1
1,UpdateCFP,1768145561.565796,2154,0,1
2,UpdateCo2,1768145561.567973,238,0,1
2,UpdateCo2,1768145561.568221,244,0,1
2,UpdateCo2,1768145561.568474,224,0,1
1,UpdateCFP,1768145561.568706,1935,0,1
2,UpdateCo2,1768145561.570665,235,0,1
1,UpdateCFP,1768145561.570910,1710,0,1
1,UpdateCFP,1768145561.572644,1497,0,1
1,UpdateCFP,1768145561.574157,1507,0,1
2,UpdateCo2,1768145561.575685,223,0,1
2,UpdateCo2,1768145561.575918,219,0,1
1,UpdateCFP,1768145561.576146,2419,0,1
2,UpdateCo2,1768145561.578589,241,0,1
2,UpdateCo2,1768145561.578841,278,0,1
2,UpdateCo2,1768145561.579128,356,0,1
1,UpdateCFP,1768145561.579496,1848,0,1
2,UpdateCo2,1768145561.581357,359,0,1
2,UpdateCo2,1768145561.581725,229,0,1
2,UpdateCo2,1768145561.581961,223,0,1
1,UpdateCFP,1768145561.582192,1426,0,1
2,UpdateCo2,1768145561.583633,222,0,1
2,UpdateCo2,1768145561.583864,217,0,1
1,UpdateCFP,1768145561.584092,1720,0,1
2,UpdateCo2,1768145561.585825,220,0,1
1,UpdateCFP,1768145561.586053,2378,0,1
1,UpdateCFP,1768145561.588455,2142,0,1
2,UpdateCo2,1768145561.590621,237,0,1
2,UpdateCo2,1768145561.590868,226,0,1
1,UpdateCFP,1768145561.591103,2410,0,1
1,UpdateCFP,1768145561.593537,2479,0,1
1,UpdateCFP,1768145561.596040,2292,0,1
1,UpdateCFP,1768145561.598356,2568,0,1
1,UpdateCFP,1768145561.600948,2196,0,1
2,UpdateCo2,1768145561.603167,283,0,1
1,UpdateCFP,1768145561.603461,2240,0,1
1,UpdateCFP,1768145561.605724,2639,0,1
1,UpdateCFP,1768145561.608388,2484,0,1
1,UpdateCFP,1768145561.610897,2573,0,1
1,UpdateCFP,1768145561.613494,3216,0,1
1,UpdateCFP,1768145561.616735,2488,0,1
1,UpdateCFP,1768145561.619247,3681,0,1
2,UpdateCo2,1768145561.622952,244,0,1
2,UpdateCo2,1768145561.623206,232,0,1
2,UpdateCo2,1768145561.623447,213,0,1
1,UpdateCFP,1768145561.623668,3114,0,1
1,UpdateCFP,1768145561.626806,2596,0,1
1,UpdateCFP,1768145561.629427,2496,0,1
1,UpdateCFP,1768145561.631947,2245,0,1
1,UpdateCFP,1768145561.634216,2601,0,1
2,UpdateCo2,1768145561.636841,307,0,1
2,UpdateCo2,1768145561.637160,225,0,1
1,UpdateCFP,1768145561.637394,2307,0,1
2,UpdateCo2,1768145561.639726,290,0,1
1,UpdateCFP,1768145561.640026,2037,0,1
1,UpdateCFP,1768145561.642087,2134,0,1
2,UpdateCo2,1768145561.644245,242,0,1
2,UpdateCo2,1768145561.644497,232,0,1
2,UpdateCo2,1768145561.644738,212,0,1
1,UpdateCFP,1768145561.644957,1829,0,1
2,UpdateCo2,1768145561.646811,248,0,1
2,UpdateCo2,1768145561.647069,220,0,1
1,UpdateCFP,1768145561.647310,1965,0,1
1,UpdateCFP,1768145561.649310,2450,0,1
1,UpdateCFP,1768145561.651785,2006,0,1
2,UpdateCo2,1768145561.653815,229,0,1
1,UpdateCFP,1768145561.654055,2801,0,1
2,UpdateCo2,1768145561.656880,340,0,1
2,UpdateCo2,1768145561.657233,240,0,1
1,UpdateCFP,1768145561.657482,2214,0,1
2,UpdateCo2,1768145561.659720,244,0,1
1,UpdateCFP,1768145561.659975,1952,0,1
2,UpdateCo2,1768145561.661951,227,0,1
1,UpdateCFP,1768145561.662195,2686,0,1
1,UpdateCFP,1768145561.664908,2650,0,1
1,UpdateCFP,1768145561.667583,2657,0,1
1,UpdateCFP,1768145561.670266,2895,0,1
1,UpdateCFP,1768145561.673186,2437,0,1
1,UpdateCFP,1768145561.675649,2078,0,1
2,UpdateCo2,1768145561.677751,238,0,1
2,UpdateCo2,1768145561.678000,207,0,1
2,UpdateCo2,1768145561.678216,234,0,1
1,UpdateCFP,1768145561.678459,3086,0,1
2,UpdateCo2,1768145561.681572,983,0,1
1,UpdateCFP,1768145561.682580,3303,0,1
2,UpdateCo2,1768145561.685909,302,0,1
1,UpdateCFP,1768145561.686223,1973,0,1
1,UpdateCFP,1768145561.688210,3804,0,1
1,UpdateCFP,1768145561.692039,3251,0,1
1,UpdateCFP,1768145561.695329,3436,0,1
2,UpdateCo2,1768145561.698790,373,0,1
2,UpdateCo2,1768145561.699179,361,0,1
1,UpdateCFP,1768145561.699555,2303,0,1
1,UpdateCFP,1768145561.701872,2390,0,1
1,UpdateCFP,1768145561.704288,2725,0,1
1,UpdateCFP,1768145561.707039,1964,0,1
2,UpdateCo2,1768145561.709019,232,0,1
1,UpdateCFP,1768145561.709261,2804,0,1
1,UpdateCFP,1768145561.712090,2840,0,1
1,UpdateCFP,1768145561.714955,1687,0,1
2,UpdateCo2,1768145561.716659,216,0,1
2,UpdateCo2,1768145561.716885,248,0,1
1,UpdateCFP,1768145561.717142,2034,0,1
1,UpdateCFP,1768145561.719192,1771,0,1
1,UpdateCFP,1768145561.720977,1591,0,1
1,UpdateCFP,1768145561.722582,1470,0,1
1,UpdateCFP,1768145561.724066,1991,0,1
1,UpdateCFP,1768145561.726072,1974,0,1
2,UpdateCo2,1768145561.728061,204,0,1
2,UpdateCo2,1768145561.728275,220,0,1
1,UpdateCFP,1768145561.728504,1786,0,1
1,UpdateCFP,1768145561.730313,2171,0,1
2,UpdateCo2,1768145561.732509,639,0,1
1,UpdateCFP,1768145561.733165,2453,0,1
2,UpdateCo2,1768145561.735644,269,0,1
1,UpdateCFP,1768145561.735923,2226,0,1
2,UpdateCo2,1768145561.738164,238,0,1
2,UpdateCo2,1768145561.738412,212,0,1
1,UpdateCFP,1768145561.738633,2219,0,1
1,UpdateCFP,1768145561.740866,2623,0,1
1,UpdateCFP,1768145561.743515,2013,0,1
2,UpdateCo2,1768145561.745551,223,0,1
2,UpdateCo2,1768145561.745785,219,0,1
2,UpdateCo2,1768145561.746013,205,0,1
1,UpdateCFP,1768145561.746227,2490,0,1
1,UpdateCFP,1768145561.748742,2491,0,1
1,UpdateCFP,1768145561.751259,2574,0,1
1,UpdateCFP,1768145561.753859,2259,0,1
2,UpdateCo2,1768145561.756143,259,0,1
1,UpdateCFP,1768145561.756416,2415,0,1
1,UpdateCFP,1768145561.758856,2269,0,1
2,UpdateCo2,1768145561.761150,264,0,1
1,UpdateCFP,1768145561.761426,2147,0,1
2,UpdateCo2,1768145561.763598,231,0,1
2,UpdateCo2,1768145561.763839,202,0,1
2,UpdateCo2,1768145561.764050,211,0,1
2,UpdateCo2,1768145561.764270,232,0,1
2,UpdateCo2,1768145561.764511,238,0,1
2,UpdateCo2,1768145561.764758,201,0,1
2,UpdateCo2,1768145561.764968,214,0,1
2,UpdateCo2,1768145561.765194,226,0,1
2,UpdateCo2,1768145561.765429,205,0,1
1,UpdateCFP,1768145561.765643,2815,0,1
2,UpdateCo2,1768145561.768472,301,0,1
2,UpdateCo2,1768145561.768781,260,0,1
2,UpdateCo2,1768145561.769050,281,0,1
2,UpdateCo2,1768145561.769339,261,0,1
1,UpdateCFP,1768145561.769609,2083,0,1
1,UpdateCFP,1768145561.771708,1770,0,1
2,UpdateCo2,1768145561.773494,264,0,1
2,UpdateCo2,1768145561.773768,242,0,1
1,UpdateCFP,1768145561.774019,1636,0,1
2,UpdateCo2,1768145561.775670,241,0,1
2,UpdateCo2,1768145561.775920,235,0,1
1,UpdateCFP,1768145561.776163,1701,0,1
2,UpdateCo2,1768145561.777877,223,0,1
1,UpdateCFP,1768145561.778108,2206,0,1
1,UpdateCFP,1768145561.780327,2809,0,1
2,UpdateCo2,1768145561.783162,541,0,1
2,UpdateCo2,1768145561.783720,443,0,1
1,UpdateCFP,1768145561.784177,1884,0,1
2,UpdateCo2,1768145561.786074,249,0,1
2,UpdateCo2,1768145561.786333,238,0,1
1,UpdateCFP,1768145561.786580,1704,0,1
2,UpdateCo2,1768145561.788303,252,0,1
2,UpdateCo2,1768145561.788564,242,0,1
1,UpdateCFP,1768145561.788814,1651,0,1
2,UpdateCo2,1768145561.790477,264,0,1
1,UpdateCFP,1768145561.790750,2725,0,1
1,UpdateCFP,1768145561.793487,2442,0,1
2,UpdateCo2,1768145561.795954,291,0,1
1,UpdateCFP,1768145561.796256,2404,0,1
1,UpdateCFP,1768145561.798686,1965,0,1
1,UpdateCFP,1768145561.800674,2061,0,1
1,UpdateCFP,1768145561.802761,2084,0,1
2,UpdateCo2,1768145561.804870,282,0,1
2,UpdateCo2,1768145561.805163,274,0,1
2,UpdateCo2,1768145561.805446,284,0,1
1,UpdateCFP,1768145561.805739,2302,0,1
1,UpdateCFP,1768145561.808054,3358,0,1
2,UpdateCo2,1768145561.811438,596,0,1
2,UpdateCo2,1768145561.812059,308,0,1
1,UpdateCFP,1768145561.812379,2977,0,1
2,UpdateCo2,1768145561.815382,458,0,1
1,UpdateCFP,1768145561.815857,2894,0,1
2,UpdateCo2,1768145561.818776,444,0,1
2,UpdateCo2,1768145561.819233,425,0,1
1,UpdateCFP,1768145561.819673,2012,0,1
1,UpdateCFP,1768145561.821698,1719,0,1
2,UpdateCo2,1768145561.823430,241,0,1
2,UpdateCo2,1768145561.823679,223,0,1
2,UpdateCo2,1768145561.823910,253,0,1
2,UpdateCo2,1768145561.824171,255,0,1
2,UpdateCo2,1768145561.824435,248,0,1
2,UpdateCo2,1768145561.824691,229,0,1
1,UpdateCFP,1768145561.824928,2412,0,1
2,UpdateCo2,1768145561.827354,402,0,1
2,UpdateCo2,1768145561.827770,387,0,1
2,UpdateCo2,1768145561.828166,367,0,1
1,UpdateCFP,1768145561.828547,2622,0,1
2,UpdateCo2,1768145561.831197,742,0,1
1,UpdateCFP,1768145561.831965,3201,0,1
1,UpdateCFP,1768145561.835193,2653,0,1
2,UpdateCo2,1768145561.837872,418,0,1
2,UpdateCo2,1768145561.838324,349,0,1
1,UpdateCFP,1768145561.838687,2394,0,1
2,UpdateCo2,1768145561.841093,274,0,1
2,UpdateCo2,1768145561.841376,234,0,1
2,UpdateCo2,1768145561.841619,231,0,1
1,UpdateCFP,1768145561.841860,1909,0,1
2,UpdateCo2,1768145561.843781,285,0,1
2,UpdateCo2,1768145561.844075,235,0,1
1,UpdateCFP,1768145561.844319,1851,0,1
1,UpdateCFP,1768145561.846182,1675,0,1
1,UpdateCFP,1768145561.847869,1772,0,1
2,UpdateCo2,1768145561.849654,259,0,1
1,UpdateCFP,1768145561.849922,1960,0,1
2,UpdateCo2,1768145561.851908,239,0,1
2,UpdateCo2,1768145561.852158,243,0,1
2,UpdateCo2,1768145561.852410,202,0,1
2,UpdateCo2,1768145561.852621,207,0,1
1,UpdateCFP,1768145561.852836,1899,0,1
1,UpdateCFP,1768145561.854760,2096,0,1
2,UpdateCo2,1768145561.856881,320,0,1
1,UpdateCFP,1768145561.857213,1977,0,1
2,UpdateCo2,1768145561.859216,393,0,1
2,UpdateCo2,1768145561.859626,271,0,1
2,UpdateCo2,1768145561.859906,226,0,1
1,UpdateCFP,1768145561.860140,2448,0,1
1,UpdateCFP,1768145561.862601,1832,0,1
2,UpdateCo2,1768145561.864459,243,0,1
2,UpdateCo2,1768145561.864713,200,0,1
2,UpdateCo2,1768145561.864922,192,0,1
1,UpdateCFP,1768145561.865122,1759,0,1
2,UpdateCo2,1768145561.866906,227,0,1
1,UpdateCFP,1768145561.867145,2363,0,1
1,UpdateCFP,1768145561.869531,2026,0,1
2,UpdateCo2,1768145561.871574,195,0,1
2,UpdateCo2,1768145561.871779,204,0,1
1,UpdateCFP,1768145561.871992,1711,0,1
1,UpdateCFP,1768145561.873718,1338,0,1
2,UpdateCo2,1768145561.875081,249,0,1
2,UpdateCo2,1768145561.875342,216,0,1
2,UpdateCo2,1768145561.875568,203,0,1
2,UpdateCo2,1768145561.875779,197,0,1
1,UpdateCFP,1768145561.875984,2241,0,1
2,UpdateCo2,1768145561.878250,239,0,1
2,UpdateCo2,1768145561.878500,208,0,1
1,UpdateCFP,1768145561.878718,2442,0,1
2,UpdateCo2,1768145561.881185,257,0,1
2,UpdateCo2,1768145561.881452,210,0,1
1,UpdateCFP,1768145561.881672,2577,0,1
2,UpdateCo2,1768145561.884275,928,0,1
2,UpdateCo2,1768145561.885228,918,0,1
2,UpdateCo2,1768145561.886172,313,0,1
1,UpdateCFP,1768145561.886497,2676,0,1
2,UpdateCo2,1768145561.889199,526,0,1
2,UpdateCo2,1768145561.889750,1006,0,1
1,UpdateCFP,1768145561.890781,3915,0,1
1,UpdateCFP,1768145561.894722,3421,0,1
2,UpdateCo2,1768145561.898168,316,0,1
1,UpdateCFP,1768145561.898497,2674,0,1
2,UpdateCo2,1768145561.901199,526,0,1
1,UpdateCFP,1768145561.901750,2705,0,1
2,UpdateCo2,1768145561.904480,228,0,1
1,UpdateCFP,1768145561.904719,2455,0,1
2,UpdateCo2,1768145561.907200,251,0,1
2,UpdateCo2,1768145561.907463,209,0,1
2,UpdateCo2,1768145561.907682,202,0,1
